age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38, Self-emp-not-inc,166622, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7721,0,44, United-States, >50K
61, Private,169466, Bachelors,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,-6,0,43, Canada, <=50K
27, Private,31863, HS-grad,9, Divorced, Tech-support, Own-child, White, Female,22,0,57, United-States, <=50K
46, Private,210639, 1st-4th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-6,0,44, Honduras, <=50K
24, Private,105586, 11th,6, Never-married, Other-service, Not-in-family, White, Female,-10,0,22, United-States, <=50K
54, Self-emp-not-inc,131499, Bachelors,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,10,0,72, United-States, >50K
17, Private,209354, Some-college,9, Never-married, Sales, Own-child, White, Male,-11,1,35, United-States, <=50K
40, Self-emp-not-inc,137446, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male,21,0,39, United-States, <=50K
35, State-gov,116896, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-30,0,59, United-States, <=50K
73, Private,190849, Bachelors,12, Never-married, Prof-specialty, Not-in-family, Black, Female,14,0,40, United-States, <=50K
36, Self-emp-inc,187615, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7,0,43, United-States, <=50K
40, Private,215605, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,4,0,39, United-States, >50K
37, Never-worked,290648, 5th-6th,3, Married-spouse-absent, Craft-repair, Husband, White, Male,-6,0,39, United-States, <=50K
61, Local-gov,110668, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Female,-12,0,35, United-States, >50K
18, Private,27188, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,-4,0,12, United-States, <=50K
47, Private,350577, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,19,0,49, United-States, <=50K
47, Private,54174, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,9,0,57, Canada, >50K
43, Self-emp-not-inc,129917, Assoc-acdm,11, Divorced, Adm-clerical, Not-in-family, White, Male,27,0,39, United-States, <=50K
55, Private,255624, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,10,0,52, United-States, <=50K
44, Private,73003, Assoc-acdm,11, Never-married, Prof-specialty, Not-in-family, White, Male,-7,0,63, United-States, >50K
49, Without-pay,184882, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,3151,0,63, United-States, <=50K
24, Private,209247, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,-17,0,39, India, <=50K
69, Self-emp-inc,226728, HS-grad,9, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,17,0,18, United-States, <=50K
33, State-gov,103996, Bachelors,12, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,32,0,39, United-States, <=50K
21, Private,33242, 11th,3, Never-married, Machine-op-inspct, Other-relative, Other, Male,7,0,39, United-States, <=50K
64, Private,45402, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,-2,0,35, United-States, <=50K
37, Private,153126, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,-10,0,34, United-States, <=50K
40, Private,66626, HS-grad,8, Divorced, Prof-specialty, Not-in-family, White, Female,9,0,40, United-States, <=50K
19, Private,43540, 12th,7, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,-37,0,39, United-States, <=50K
34, Private,220568, HS-grad,6, Married-civ-spouse, Other-service, Other-relative, White, Male,8,0,40, Honduras, <=50K
60, Self-emp-not-inc,194782, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-23,0,58, United-States, <=50K
42, Private,124728, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,9,2076,40, Haiti, >50K
42, Private,128504, 11th,7, Never-married, Other-service, Unmarried, White, Female,1,0,29, United-States, <=50K
59, Private,179982, Bachelors,12, Married-civ-spouse, Sales, Not-in-family, White, Female,2558,-1,43, Puerto-Rico, <=50K
27, Private,108044, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,25,0,39, United-States, <=50K
40, Private,277777, Some-college,9, Separated, Craft-repair, Unmarried, White, Male,-11,0,29, United-States, <=50K
52, Private,196031, Prof-school,3, Married-civ-spouse, Other-service, Husband, White, Male,36,0,39, United-States, >50K
40, Private,94936, HS-grad,8, Never-married, Tech-support, Not-in-family, Other, Female,26,0,34, United-States, <=50K
21, Private,183912, 11th,6, Never-married, Handlers-cleaners, Unmarried, White, Female,7,1,48, United-States, <=50K
37, Private,356290, Some-college,10, Separated, Handlers-cleaners, Own-child, Black, Male,3,0,7, United-States, <=50K
23, Private,419222, Some-college,9, Never-married, Sales, Other-relative, White, Male,-14,0,39, United-States, <=50K
43, Private,99241, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-1,0,39, United-States, <=50K
27, Private,214176, Assoc-acdm,12, Never-married, Adm-clerical, Other-relative, White, Female,25,0,40, United-States, <=50K
54, Private,109192, HS-grad,9, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,3537,0,39, United-States, >50K
51, Self-emp-not-inc,24642, Doctorate,15, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Female,-21,0,49, Puerto-Rico, <=50K
49, Private,234088, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-30,0,49, England, >50K
38, Self-emp-not-inc,43472, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,7,0,56, United-States, >50K
44, State-gov,215636, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15,0,39, United-States, <=50K
52, Self-emp-inc,148928, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Female,-18,0,35, United-States, >50K
66, Without-pay,134919, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Female,14,0,33, United-States, >50K
56, Private,98750, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,13,0,40, Germany, <=50K
85, State-gov,92629, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,1,39, United-States, >50K
28, Private,74255, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Female,53,0,39, United-States, <=50K
28, Private,282659, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,-14,0,39, United-States, <=50K
56, Private,215297, HS-grad,8, Separated, Other-service, Not-in-family, Black, Female,19,0,39, United-States, <=50K
30, Self-emp-not-inc,47025, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,19,0,55, United-States, >50K
43, Private,111711, Bachelors,12, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,39, United-States, <=50K
80, Private,239671, Some-college,9, Widowed, Sales, Unmarried, White, Female,-18,0,30, United-States, <=50K
42, Private,163742, HS-grad,9, Never-married, Sales, Unmarried, White, Female,3,0,58, United-States, <=50K
44, Private,294404, HS-grad,8, Separated, Craft-repair, Unmarried, White, Male,-5,0,48, United-States, <=50K
20, Private,226078, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,11,0,19, Guatemala, <=50K
41, Private,155875, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private,194654, 10th,5, Never-married, Other-service, Own-child, Black, Male,-7,0,45, United-States, <=50K
44, Private,42555, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-17,1,39, United-States, <=50K
48, Private,133713, Bachelors,12, Separated, Adm-clerical, Not-in-family, Black, Female,-27,-1,34, United-States, <=50K
39, Private,269605, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,20,-1,39, United-States, >50K
67, Self-emp-not-inc,84835, Prof-school,15, Never-married, Sales, Husband, White, Male,7429,0,54, United-States, <=50K
23, Private,173061, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,19,0,34, United-States, <=50K
46, Private,168042, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,63, United-States, <=50K
32, Self-emp-inc,99602, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,24,0,54, United-States, >50K
22, Private,233020, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,-11,0,34, United-States, <=50K
41, Self-emp-not-inc,195851, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,2,0,44, United-States, >50K
31, Private,132314, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,25,0,39, United-States, <=50K
44, Private,253591, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,-20,0,39, United-States, <=50K
57, Self-emp-not-inc,147361, 7th-8th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,-29,0,43, United-States, <=50K
18, Private,518075, 11th,7, Never-married, Other-service, Own-child, Black, Male,25,0,28, United-States, <=50K
39, Federal-gov,19019, HS-grad,8, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,12,0,39, United-States, <=50K
20, Private,103835, Some-college,10, Married-spouse-absent, Exec-managerial, Own-child, Other, Female,-15,0,35, United-States, <=50K
37, Private,124492, Bachelors,12, Never-married, Sales, Own-child, White, Male,4023,0,60, United-States, <=50K
45, Private,29033, HS-grad,9, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,9,0,29, United-States, <=50K
28, Federal-gov,259404, HS-grad,9, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,8,0,39, United-States, <=50K
39, Private,94639, 10th,6, Divorced, Craft-repair, Unmarried, White, Female,7,0,39, United-States, <=50K
47, Private,70059, Bachelors,12, Divorced, Tech-support, Wife, White, Female,18,0,44, United-States, <=50K
46, Federal-gov,123303, Bachelors,12, Divorced, Prof-specialty, Unmarried, Black, Female,-3,1,39, United-States, <=50K
55, Self-emp-not-inc,118695, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,15,0,58, United-States, <=50K
50, Self-emp-not-inc,72231, Prof-school,12, Divorced, Prof-specialty, Not-in-family, White, Male,11,0,57, United-States, >50K
44, Private,141792, Some-college,9, Separated, Handlers-cleaners, Unmarried, Black, Male,11,0,39, United-States, <=50K
33, Private,172224, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, White, Female,7,-1,39, United-States, <=50K
24, Private,214748, Some-college,12, Never-married, Other-service, Own-child, Other, Male,17,2127,49, United-States, <=50K
38, Private,183857, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, Other, Male,-8,0,44, United-States, >50K
19, Private,373172, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,-4,0,39, United-States, <=50K
36, State-gov,177266, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,15052,0,39, England, >50K
19, Private,101302, 11th,7, Divorced, Other-service, Unmarried, Black, Female,3,0,35, United-States, <=50K
40, Private,164817, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,19,0,34, United-States, <=50K
36, Private,209509, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,9,0,43, United-States, >50K
50, Private,270601, 1st-4th,3, Married-civ-spouse, Other-service, Husband, White, Male,-9,0,40, Cuba, >50K
38, Private,212873, Some-college,9, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,-7,0,39, United-States, <=50K
52, Local-gov,145293, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,32,0,39, England, <=50K
65, State-gov,84040, Assoc-acdm,12, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,-12,0,39, United-States, <=50K
18, Private,249038, 11th,7, Never-married, Other-service, Unmarried, Black, Male,1,0,22, United-States, <=50K
30, Private,170264, 10th,4, Never-married, Sales, Not-in-family, White, Male,26,0,39, United-States, <=50K
44, Private,93348, 11th,10, Divorced, Adm-clerical, Unmarried, White, Female,1,0,44, United-States, <=50K
46, Self-emp-not-inc,273210, HS-grad,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,2,0,58, United-States, >50K
27, Federal-gov,231025, Assoc-voc,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,6,-1,39, United-States, <=50K
45, State-gov,95514, Bachelors,12, Never-married, Prof-specialty, Unmarried, White, Female,-2,0,40, United-States, <=50K
79, Private,148712, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Female,-17,0,9, United-States, <=50K
27, Private,72635, Bachelors,12, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,39, Taiwan, <=50K
46, Private,103320, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,0,43, United-States, <=50K
24, Private,289647, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,-12,0,40, Mexico, <=50K
44, Private,78966, Masters,10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,15427,0,44, United-States, >50K
19, Federal-gov,247731, Some-college,9, Separated, Adm-clerical, Not-in-family, Black, Female,28,0,34, United-States, <=50K
51, Private,245276, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,29,0,43, United-States, >50K
20, Private,180213, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,24,0,34, United-States, <=50K
35, Private,332224, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,-11,0,39, United-States, <=50K
24, Private,120016, Bachelors,12, Married-spouse-absent, Prof-specialty, Own-child, White, Female,15,0,4, United-States, <=50K
46, Federal-gov,173807, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7726,0,49, United-States, >50K
36, Private,217187, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,32,0,34, United-States, <=50K
41, Federal-gov,188300, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,7,0,45, United-States, >50K
42, Private,230854, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,14961,0,57, United-States, >50K
40, Self-emp-not-inc,321983, Bachelors,12, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-24,0,39, United-States, >50K
39, Private,246906, Some-college,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7592,0,34, United-States, >50K
45, Private,161511, Some-college,9, Separated, Adm-clerical, Unmarried, Black, Female,-3,0,39, United-States, <=50K
22, Without-pay,140437, Some-college,9, Divorced, Craft-repair, Other-relative, White, Female,-13,0,39, United-States, <=50K
38, Private,151313, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,16,0,43, United-States, <=50K
69, Self-emp-not-inc,148061, Prof-school,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,-3,0,49, Puerto-Rico, >50K
26, Private,207336, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,18,0,39, United-States, <=50K
27, Private,136870, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,6,0,53, United-States, <=50K
26, Local-gov,45846, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,5,-1,39, United-States, <=50K
28, Private,211247, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,3,0,39, United-States, <=50K
25, Private,472081, 10th,5, Never-married, Handlers-cleaners, Own-child, White, Male,4,0,40, United-States, <=50K
47, Private,161677, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,16,0,56, United-States, >50K
51, Local-gov,80919, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,19,0,45, United-States, >50K
42, Self-emp-inc,138197, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15306,0,43, United-States, >50K
22, Private,318004, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,21,0,39, United-States, <=50K
25, Private,79676, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-9,0,39, United-States, <=50K
18, Private,138549, 11th,7, Never-married, Other-service, Own-child, White, Female,-17,0,29, United-States, <=50K
58, Federal-gov,44286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,49, United-States, <=50K
48, State-gov,93155, Bachelors,12, Divorced, Prof-specialty, Not-in-family, White, Female,15214,0,39, United-States, <=50K
23, Private,163708, HS-grad,8, Married-AF-spouse, Adm-clerical, Other-relative, White, Female,-2,0,34, United-States, <=50K
22, Private,238164, Some-college,9, Never-married, Handlers-cleaners, Own-child, White, Male,14,0,43, United-States, <=50K
65, Self-emp-not-inc,97779, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Female,-7,0,49, United-States, <=50K
43, Private,287643, Some-college,9, Divorced, Tech-support, Unmarried, Other, Female,6,1,39, Honduras, <=50K
28, Self-emp-not-inc,143552, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-23,0,39, United-States, >50K
21, Federal-gov,92697, Bachelors,12, Never-married, Adm-clerical, Own-child, Other, Female,-16,0,40, United-States, <=50K
39, Self-emp-not-inc,167056, Some-college,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-8,0,39, United-States, >50K
46, Self-emp-inc,146607, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,29,0,40, United-States, <=50K
40, Private,243545, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, <=50K
52, Private,78804, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,7258,0,45, United-States, >50K
43, Private,132084, HS-grad,8, Never-married, Craft-repair, Own-child, White, Male,22,0,54, United-States, <=50K
39, Self-emp-not-inc,225748, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-10,0,58, United-States, <=50K
29, Private,183151, HS-grad,8, Divorced, Exec-managerial, Unmarried, White, Female,-10,0,21, United-States, <=50K
43, Self-emp-not-inc,131097, HS-grad,8, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4,0,56, United-States, <=50K
32, Local-gov,41482, Masters,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-17,0,35, United-States, >50K
21, Self-emp-inc,248304, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,11,0,30, United-States, <=50K
40, Private,261578, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,34, United-States, <=50K
47, Federal-gov,139380, Bachelors,13, Married-spouse-absent, Prof-specialty, Husband, White, Male,16,0,50, United-States, >50K
22, Federal-gov,145851, Some-college,9, Never-married, Prof-specialty, Own-child, Black, Female,5,0,39, United-States, <=50K
24, Private,145189, 11th,6, Never-married, Handlers-cleaners, Not-in-family, Black, Female,-7,0,35, United-States, <=50K
42, Self-emp-not-inc,96153, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,14,0,55, United-States, >50K
55, State-gov,317248, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, Black, Female,7314,0,39, United-States, <=50K
37, Self-emp-not-inc,234725, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,-1,0,40, United-States, <=50K
43, Local-gov,199061, Bachelors,13, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,-8,0,39, China, <=50K
53, Self-emp-not-inc,179236, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-8,0,62, United-States, <=50K
39, Private,328041, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,7,0,30, United-States, <=50K
44, Private,131215, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,18,0,44, United-States, >50K
49, Private,313331, Prof-school,14, Never-married, Prof-specialty, Not-in-family, White, Male,16,0,63, United-States, >50K
43, Private,17187, HS-grad,8, Divorced, Other-service, Unmarried, Black, Female,2,0,36, United-States, <=50K
26, Private,442289, Bachelors,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
48, Self-emp-not-inc,90078, Assoc-acdm,11, Divorced, Prof-specialty, Not-in-family, White, Male,4,0,57, United-States, <=50K
41, Private,190950, Some-college,8, Never-married, Handlers-cleaners, Other-relative, White, Male,-20,0,39, United-States, <=50K
57, Private,231616, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15694,0,57, Taiwan, >50K
45, Private,119151, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,6,-1,40, United-States, <=50K
47, Self-emp-inc,169717, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Female,-9,0,66, United-States, <=50K
43, Self-emp-not-inc,255217, HS-grad,8, Married-spouse-absent, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,13,0,55, Canada, <=50K
46, Private,350363, 11th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,-34,0,42, Mexico, <=50K
33, Private,232819, Assoc-voc,7, Divorced, Prof-specialty, Not-in-family, Black, Female,6,0,39, United-States, <=50K
19, Private,230820, 11th,6, Never-married, Handlers-cleaners, Own-child, White, Male,4,0,29, United-States, <=50K
37, Private,90194, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,8,0,48, United-States, <=50K
64, Private,108538, Some-college,13, Divorced, Adm-clerical, Unmarried, Black, Female,-3,0,34, Jamaica, <=50K
21, Private,124151, Some-college,9, Separated, Adm-clerical, Not-in-family, White, Female,-8,0,68, United-States, <=50K
45, Federal-gov,75313, Assoc-voc,10, Married-civ-spouse, Sales, Husband, White, Male,-3,0,36, United-States, >50K
44, Private,221363, Some-college,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,7774,0,42, United-States, >50K
32, State-gov,172742, Bachelors,12, Never-married, Adm-clerical, Own-child, Black, Female,-3,0,29, United-States, <=50K
36, Private,164261, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,27,0,19, United-States, >50K
46, Private,214466, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,10,0,44, United-States, <=50K
42, Private,131471, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,-9,0,44, India, <=50K
50, Private,86168, 10th,9, Divorced, Sales, Unmarried, White, Female,23,0,43, Cuba, <=50K
40, Private,240092, Bachelors,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,9,0,33, United-States, <=50K
60, Private,196596, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7656,0,39, United-States, <=50K
45, Private,182368, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,6,0,39, United-States, >50K
39, Federal-gov,274209, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,-6,0,39, United-States, >50K
53, Private,83695, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,29,0,39, United-States, <=50K
56, Private,109574, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,19,0,33, United-States, <=50K
23, Self-emp-not-inc,112194, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Female,-22,0,50, United-States, <=50K
25, Private,214223, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Female,12,0,39, United-States, <=50K
44, Local-gov,353606, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Female,3,0,34, United-States, <=50K
45, Private,188721, Assoc-voc,5, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,21,0,39, Jamaica, <=50K
26, Private,235268, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,-2,0,29, United-States, <=50K
41, Self-emp-not-inc,111291, HS-grad,8, Never-married, Handlers-cleaners, Own-child, Black, Male,-11,0,57, United-States, <=50K
59, Self-emp-inc,39273, 7th-8th,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,22,0,43, United-States, >50K
59, Private,81940, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-29,0,58, United-States, >50K
37, Private,187232, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,12,0,39, Jamaica, <=50K
47, Federal-gov,134334, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,33,-1,39, United-States, >50K
43, Private,199164, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3299,0,39, United-States, <=50K
48, Self-emp-not-inc,211230, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,0,56, United-States, >50K
48, Self-emp-not-inc,366866, 7th-8th,3, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,16,0,39, Philippines, <=50K
21, Private,224982, HS-grad,8, Never-married, Other-service, Other-relative, White, Male,38,1,22, Cambodia, <=50K
46, Private,227413, Masters,6, Divorced, Craft-repair, Unmarried, White, Male,-5,0,39, United-States, <=50K
42, Without-pay,209772, 12th,10, Married-civ-spouse, Sales, Husband, White, Male,-11,0,57, United-States, <=50K
33, Private,192497, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,13,0,35, United-States, <=50K
23, Private,32565, Some-college,9, Married-civ-spouse, Craft-repair, Husband, Black, Female,3,0,56, United-States, <=50K
21, Private,222848, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,2,0,39, United-States, <=50K
41, Private,267109, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,39, United-States, <=50K
51, Private,382116, Some-college,9, Never-married, Other-service, Own-child, White, Male,6,0,29, United-States, <=50K
32, State-gov,62158, Bachelors,12, Never-married, Prof-specialty, Not-in-family, White, Female,-6,-1,39, Puerto-Rico, <=50K
54, Self-emp-not-inc,98176, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,4,0,39, United-States, <=50K
23, Private,157576, HS-grad,8, Never-married, Adm-clerical, Own-child, Black, Female,17,0,36, United-States, <=50K
21, Private,113110, Assoc-voc,10, Never-married, Adm-clerical, Own-child, White, Female,19,0,30, United-States, <=50K
42, Private,119035, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,12,0,28, United-States, <=50K
48, Private,367365, 1st-4th,3, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,12,0,29, Cuba, <=50K
39, Private,183452, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, White, Male,23,0,39, United-States, >50K
37, Federal-gov,212126, Masters,14, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,10,0,45, India, <=50K
37, Private,122689, Assoc-voc,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, United-States, >50K
40, Self-emp-inc,145568, Some-college,9, Divorced, Handlers-cleaners, Unmarried, White, Male,9,0,44, United-States, <=50K
40, Private,234713, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Male,11,0,39, United-States, <=50K
23, State-gov,441409, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,-18,0,39, United-States, <=50K
49, Private,63334, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,6,0,39, United-States, <=50K
46, State-gov,110731, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,-9,0,39, United-States, <=50K
25, Self-emp-not-inc,90042, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,7,0,69, United-States, <=50K
37, Private,210011, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-7,0,44, United-States, <=50K
47, Private,213546, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,10,0,33, United-States, <=50K
29, Private,254077, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,4,0,39, United-States, <=50K
22, Private,324770, Assoc-voc,10, Never-married, Tech-support, Not-in-family, White, Female,14,0,39, United-States, <=50K
41, Private,63914, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,39, United-States, <=50K
24, Private,184037, Bachelors,12, Never-married, Adm-clerical, Not-in-family, White, Female,15,0,40, United-States, <=50K
